Date;JPM
02/07/2015;61.88131
06/07/2015;61.707165
07/07/2015;61.221439
08/07/2015;59.965843
09/07/2015;60.589054
10/07/2015;61.450562
13/07/2015;62.403698
14/07/2015;63.274368
15/07/2015;63.411839
16/07/2015;63.750957
17/07/2015;63.430164
20/07/2015;63.475983
21/07/2015;63.329353
22/07/2015;64.227516
23/07/2015;63.824249
24/07/2015;63.155235
27/07/2015;62.330395
28/07/2015;62.367043
29/07/2015;63.182713
30/07/2015;63.274368
31/07/2015;62.806965
03/08/2015;62.806965
04/08/2015;62.742805
05/08/2015;62.99025
06/08/2015;62.550335
07/08/2015;62.367043
10/08/2015;63.13689
11/08/2015;62.532021
12/08/2015;61.62468
13/08/2015;61.90881
14/08/2015;62.220413
17/08/2015;62.385361
18/08/2015;62.513695
19/08/2015;61.954636
20/08/2015;60.433262
21/08/2015;58.288677
24/08/2015;55.218433
25/08/2015;54.90683
26/08/2015;57.656296
27/08/2015;59.095184
28/08/2015;58.774403
31/08/2015;58.74691
01/09/2015;56.318218
02/09/2015;57.344685
03/09/2015;57.445511
04/09/2015;56.36404
08/09/2015;57.885426
09/09/2015;56.987255
10/09/2015;57.42717
11/09/2015;57.335526
14/09/2015;57.170555
15/09/2015;58.27034
16/09/2015;58.783573
17/09/2015;57.418007
18/09/2015;55.850803
21/09/2015;56.318218
22/09/2015;55.823315
23/09/2015;55.575855
24/09/2015;55.190945
25/09/2015;56.336552
28/09/2015;54.970985
29/09/2015;54.842674
30/09/2015;55.878304
01/10/2015;56.290726
02/10/2015;56.133801
05/10/2015;57.250748
06/10/2015;57.278442
07/10/2015;57.352295
08/10/2015;57.352295
09/10/2015;57.167675
12/10/2015;56.97382
13/10/2015;56.816898
14/10/2015;55.37685
15/10/2015;57.130745
16/10/2015;57.629223
19/10/2015;57.435375
20/10/2015;57.712296
21/10/2015;57.287666
22/10/2015;58.330772
23/10/2015;58.958485
26/10/2015;58.986176
27/10/2015;58.746166
28/10/2015;60.463142
29/10/2015;60.195442
30/10/2015;59.309265
02/11/2015;60.500065
03/11/2015;60.721607
04/11/2015;60.78624
05/11/2015;61.330864
06/11/2015;63.195522
09/11/2015;62.207802
10/11/2015;62.475502
11/11/2015;62.170876
12/11/2015;60.924694
13/11/2015;60.518532
16/11/2015;61.395481
17/11/2015;61.044693
18/11/2015;62.263199
19/11/2015;62.457047
20/11/2015;62.346272
23/11/2015;61.737003
24/11/2015;61.644711
25/11/2015;61.718555
27/11/2015;62.004707
30/11/2015;61.552395
01/12/2015;62.410881
02/12/2015;61.533928
03/12/2015;60.740086
04/12/2015;62.669361
07/12/2015;61.847782
08/12/2015;60.887772
09/12/2015;60.426224
10/12/2015;60.564682
11/12/2015;59.143116
14/12/2015;59.327724
15/12/2015;61.016998
16/12/2015;62.33704
17/12/2015;61.183167
18/12/2015;59.447731
21/12/2015;60.500065
22/12/2015;60.629299
23/12/2015;61.598568
24/12/2015;61.478558
28/12/2015;61.275475
29/12/2015;61.912411
30/12/2015;61.469318
31/12/2015;60.952385
04/01/2016;59.121677
05/01/2016;59.2239
06/01/2016;58.368946
07/01/2016;56.008545
08/01/2016;54.75399
11/01/2016;54.670361
12/01/2016;54.791168
13/01/2016;53.285706
14/01/2016;54.0849
15/01/2016;53.006927
19/01/2016;52.979038
20/01/2016;51.585094
21/01/2016;51.343483
22/01/2016;52.92329
25/01/2016;51.724499
26/01/2016;53.044098
27/01/2016;53.006927
28/01/2016;53.229958
29/01/2016;55.29298
01/02/2016;54.698235
02/02/2016;52.997631
03/02/2016;53.350761
04/02/2016;54.27076
05/02/2016;53.666721
08/02/2016;52.542278
09/02/2016;52.226311
10/02/2016;51.594398
11/02/2016;49.317623
12/02/2016;53.42511
16/02/2016;54.224297
17/02/2016;54.614597
18/02/2016;53.722481
19/02/2016;53.731777
22/02/2016;54.428741
23/02/2016;52.15197
24/02/2016;52.170551
25/02/2016;52.979038
26/02/2016;53.471573
29/02/2016;52.319244
01/03/2016;55.014194
02/03/2016;55.534603
03/03/2016;55.720463
04/03/2016;55.804092
07/03/2016;55.70187
08/03/2016;54.623894
09/03/2016;54.93985
10/03/2016;54.465916
11/03/2016;55.144302
14/03/2016;54.93985
15/03/2016;55.014194
16/03/2016;54.75399
17/03/2016;54.596008
18/03/2016;56.203693
21/03/2016;56.185108
22/03/2016;55.980659
23/03/2016;55.70187
24/03/2016;55.274395
28/03/2016;55.200058
29/03/2016;54.85622
30/03/2016;55.488136
31/03/2016;55.032787
01/04/2016;55.636826
04/04/2016;55.421505
05/04/2016;54.635124
06/04/2016;55.056396
07/04/2016;53.661495
08/04/2016;54.054691
11/04/2016;54.485329
12/04/2016;55.496403
13/04/2016;57.846191
14/04/2016;58.595135
15/04/2016;57.921093
18/04/2016;58.295555
19/04/2016;59.278542
20/04/2016;60.13982
21/04/2016;59.540668
22/04/2016;59.887051
25/04/2016;59.540668
26/04/2016;59.849609
27/04/2016;60.01812
28/04/2016;59.540668
29/04/2016;59.166203
02/05/2016;59.71854
03/05/2016;58.567051
04/05/2016;57.640232
05/05/2016;57.331295
06/05/2016;57.668327
09/05/2016;57.303211
10/05/2016;58.080238
11/05/2016;57.864922
12/05/2016;57.827477
13/05/2016;57.293854
16/05/2016;57.724495
17/05/2016;57.724495
18/05/2016;59.952587
19/05/2016;59.34407
20/05/2016;59.456413
23/05/2016;59.409607
24/05/2016;60.420685
25/05/2016;61.338123
26/05/2016;60.879395
27/05/2016;61.253872
31/05/2016;61.104073
01/06/2016;61.49728
02/06/2016;61.609627
03/06/2016;60.514294
06/06/2016;61.113453
07/06/2016;60.907475
08/06/2016;61.085354
09/06/2016;60.617271
10/06/2016;59.765347
13/06/2016;59.231731
14/06/2016;58.117691
15/06/2016;58.014706
16/06/2016;58.248756
17/06/2016;58.304916
20/06/2016;58.389168
21/06/2016;58.932152
22/06/2016;58.707474
23/06/2016;59.961956
24/06/2016;55.795979
27/06/2016;53.932987
28/06/2016;55.721088
29/06/2016;57.293854
30/06/2016;58.173855
01/07/2016;57.796463
05/07/2016;56.183151
06/07/2016;56.786964
07/07/2016;57.154919
08/07/2016;58.33424
11/07/2016;58.749363
12/07/2016;59.626789
13/07/2016;59.58905
14/07/2016;60.494774
15/07/2016;60.551376
18/07/2016;60.343819
19/07/2016;60.249466
20/07/2016;60.315517
21/07/2016;60.089081
22/07/2016;60.419289
25/07/2016;60.258904
26/07/2016;60.504204
27/07/2016;60.692898
28/07/2016;60.475899
29/07/2016;60.353249
01/08/2016;60.192856
02/08/2016;60.05135
03/08/2016;61.004242
04/08/2016;60.909889
05/08/2016;62.551517
08/08/2016;62.362827
09/08/2016;62.145836
10/08/2016;61.589191
11/08/2016;61.759014
12/08/2016;61.626926
15/08/2016;62.004307
16/08/2016;61.994873
17/08/2016;62.164707
18/08/2016;62.221313
19/08/2016;62.136387
22/08/2016;62.079784
23/08/2016;62.051483
24/08/2016;62.221313
25/08/2016;62.334522
26/08/2016;62.476032
29/08/2016;63.164757
30/08/2016;63.683662
31/08/2016;63.683662
01/09/2016;63.410061
02/09/2016;63.67424
06/09/2016;63.627071
07/09/2016;63.362892
08/09/2016;63.447807
09/09/2016;62.881725
12/09/2016;63.268547
13/09/2016;62.768505
14/09/2016;62.645859
15/09/2016;62.872292
16/09/2016;62.098648
19/09/2016;62.447735
20/09/2016;62.702473
21/09/2016;63.060986
22/09/2016;63.579899
23/09/2016;63.447807
26/09/2016;62.060913
27/09/2016;62.608116
28/09/2016;62.938335
29/09/2016;61.938274
30/09/2016;62.825119
03/10/2016;62.749645
04/10/2016;63.291336
05/10/2016;64.327171
06/10/2016;64.498245
07/10/2016;64.726318
10/10/2016;65.229973
11/10/2016;64.916367
12/10/2016;64.745316
13/10/2016;64.374695
14/10/2016;64.165604
17/10/2016;63.833004
18/10/2016;64.33667
19/10/2016;64.954376
20/10/2016;64.868843
21/10/2016;65.087418
24/10/2016;65.448563
25/10/2016;65.382019
26/10/2016;65.695633
27/10/2016;65.790672
28/10/2016;65.67662
31/10/2016;65.819183
01/11/2016;65.543579
02/11/2016;65.26799
03/11/2016;64.982895
04/11/2016;64.393707
07/11/2016;66.408379
08/11/2016;66.550926
09/11/2016;69.610947
10/11/2016;72.842049
11/11/2016;72.880051
14/11/2016;75.559967
15/11/2016;75.417412
16/11/2016;73.554779
17/11/2016;74.143974
18/11/2016;73.849388
21/11/2016;74.172478
22/11/2016;74.628624
23/11/2016;74.942253
25/11/2016;74.913742
28/11/2016;74.429077
29/11/2016;74.999268
30/11/2016;76.187157
01/12/2016;77.726692
02/12/2016;77.546127
05/12/2016;79.123665
06/12/2016;79.532303
07/12/2016;79.893425
08/12/2016;80.891258
09/12/2016;81.242867
12/12/2016;80.520615
13/12/2016;80.549141
14/12/2016;80.520615
15/12/2016;81.727531
16/12/2016;80.720207
19/12/2016;81.185852
20/12/2016;82.231209
21/12/2016;82.440277
22/12/2016;82.573334
23/12/2016;82.72538
27/12/2016;82.801407
28/12/2016;82.202698
29/12/2016;81.622993
30/12/2016;82.00312
03/01/2017;82.896439
04/01/2017;83.049332
05/01/2017;82.284859
06/01/2017;82.294426
09/01/2017;82.351746
10/01/2017;82.590645
11/01/2017;83.211769
12/01/2017;82.409088
13/01/2017;82.848648
17/01/2017;79.838577
18/01/2017;80.211266
19/01/2017;79.599686
20/01/2017;79.953247
23/01/2017;79.99147
24/01/2017;80.956612
25/01/2017;82.208412
26/01/2017;82.896439
27/01/2017;83.068436
30/01/2017;82.208412
31/01/2017;80.870598
01/02/2017;81.176392
02/02/2017;80.832367
03/02/2017;83.307335
06/02/2017;82.915535
07/02/2017;82.86776
08/02/2017;82.141525
09/02/2017;83.326439
10/02/2017;83.135323
13/02/2017;84.234245
14/02/2017;85.581604
15/02/2017;86.565842
16/02/2017;86.508507
17/02/2017;86.221855
21/02/2017;86.967209
22/02/2017;87.014977
23/02/2017;87.081863
24/02/2017;86.317398
27/02/2017;86.412964
28/02/2017;86.594528
01/03/2017;89.442146
02/03/2017;88.046989
03/03/2017;88.677681
06/03/2017;87.836761
07/03/2017;87.349426
08/03/2017;87.158302
09/03/2017;87.502319
10/03/2017;87.225197
13/03/2017;87.301651
14/03/2017;87.444984
15/03/2017;87.655205
16/03/2017;87.569214
17/03/2017;86.651855
20/03/2017;86.030724
21/03/2017;83.507996
22/03/2017;83.641769
23/03/2017;83.507996
24/03/2017;83.41243
27/03/2017;83.364662
28/03/2017;84.664246
29/03/2017;84.3489
30/03/2017;85.07515
31/03/2017;83.938004
03/04/2017;83.632217
04/04/2017;83.910927
05/04/2017;83.311638
06/04/2017;83.591957
07/04/2017;83.301971
10/04/2017;83.011986
11/04/2017;82.866997
12/04/2017;82.548019
13/04/2017;81.581421
17/04/2017;82.992661
18/04/2017;82.316032
19/04/2017;81.639412
20/04/2017;82.693024
21/04/2017;81.697411
24/04/2017;84.577881
25/04/2017;85.312515
26/04/2017;85.476837
27/04/2017;84.684219
28/04/2017;84.094589
01/05/2017;84.15258
02/05/2017;83.61129
03/05/2017;84.094589
04/05/2017;84.191246
05/05/2017;84.094589
08/05/2017;84.191246
09/05/2017;83.852943
10/05/2017;84.510223
11/05/2017;84.249245
12/05/2017;84.01725
15/05/2017;84.423225
16/05/2017;84.684219
17/05/2017;81.455765
18/05/2017;81.156105
19/05/2017;81.948723
22/05/2017;81.871399
23/05/2017;82.895996
24/05/2017;82.847672
25/05/2017;82.499695
26/05/2017;82.509354
30/05/2017;81.098114
31/05/2017;79.406563
01/06/2017;80.286171
02/06/2017;79.880196
05/06/2017;80.025177
06/06/2017;80.189507
07/06/2017;81.107796
08/06/2017;82.113045
09/06/2017;84.055916
12/06/2017;84.075256
13/06/2017;84.355568
14/06/2017;84.18158
15/06/2017;83.678955
16/06/2017;83.301971
19/06/2017;85.128853
20/06/2017;84.597214
21/06/2017;84.210587
22/06/2017;84.113914
23/06/2017;83.959267
26/06/2017;84.326569
27/06/2017;85.109528
28/06/2017;86.820412
29/06/2017;88.105995
30/06/2017;88.347656
03/07/2017;90.145706
05/07/2017;91.049583
06/07/2017;90.758011
07/07/2017;91.214821
10/07/2017;90.573357
11/07/2017;90.223457
12/07/2017;89.912445
13/07/2017;90.48587
14/07/2017;89.659744
17/07/2017;88.823891
18/07/2017;88.512871
19/07/2017;88.639221
20/07/2017;88.639221
21/07/2017;88.337929
24/07/2017;88.716988
25/07/2017;90.194305
26/07/2017;89.348724
27/07/2017;88.979393
28/07/2017;88.716988
31/07/2017;89.222382
01/08/2017;90.417839
02/08/2017;90.495598
03/08/2017;89.902725
04/08/2017;91.030151
07/08/2017;91.380035
08/08/2017;91.049583
09/08/2017;90.903801
10/08/2017;89.601433
11/08/2017;88.85305
14/08/2017;89.892998
15/08/2017;90.126266
16/08/2017;89.504227
17/08/2017;88.104668
18/08/2017;88.192139
21/08/2017;88.08522
22/08/2017;88.989113
23/08/2017;89.096016
24/08/2017;88.950233
25/08/2017;89.309845
28/08/2017;89.027992
29/08/2017;88.54203
30/08/2017;88.746124
31/08/2017;88.337929
01/09/2017;89.125183
05/09/2017;86.996674
06/09/2017;87.579826
07/09/2017;86.044197
08/09/2017;85.937286
11/09/2017;87.268814
12/09/2017;88.337929
13/09/2017;88.59063
14/09/2017;88.41568
15/09/2017;89.047432
18/09/2017;90.310928
19/09/2017;91.302292
20/09/2017;91.943756
21/09/2017;92.361679
22/09/2017;92.167305
25/09/2017;91.477242
26/09/2017;91.069023
27/09/2017;92.507469
28/09/2017;92.701851
29/09/2017;92.828209
02/10/2017;94.120865
03/10/2017;94.616531
04/10/2017;93.654343
05/10/2017;94.915436
06/10/2017;94.749252
09/10/2017;94.250671
10/10/2017;94.954536
11/10/2017;94.671043
12/10/2017;93.84008
13/10/2017;93.71299
16/10/2017;95.648636
17/10/2017;95.433578
18/10/2017;95.79528
19/10/2017;95.912605
20/10/2017;97.28125
23/10/2017;97.115051
24/10/2017;98.65966
25/10/2017;98.757423
26/10/2017;99.461296
27/10/2017;99.490616
30/10/2017;99.138687
31/10/2017;98.356606
01/11/2017;98.65966
02/11/2017;99.314651
03/11/2017;99.138687
06/11/2017;98.522789
07/11/2017;96.538269
08/11/2017;95.453133
09/11/2017;95.443344
10/11/2017;95.326035
13/11/2017;95.668198
14/11/2017;95.091408
15/11/2017;95.990807
16/11/2017;96.264542
17/11/2017;95.941925
20/11/2017;96.792442
21/11/2017;96.714226
22/11/2017;96.430717
24/11/2017;96.117889
27/11/2017;95.736626
28/11/2017;99.089813
29/11/2017;101.406731
30/11/2017;102.179024
01/12/2017;102.442986
04/12/2017;104.554604
05/12/2017;103.35215
06/12/2017;102.579842
07/12/2017;102.276794
08/12/2017;103.557449
11/12/2017;103.254402
12/12/2017;104.456841
13/12/2017;103.146866
14/12/2017;102.315903
15/12/2017;103.762749
18/12/2017;104.564377
19/12/2017;104.124458
20/12/2017;103.762749
21/12/2017;105.414894
22/12/2017;105.043396
26/12/2017;104.623039
27/12/2017;104.81855
28/12/2017;105.375793
29/12/2017;104.544838
02/01/2018;105.532196
03/01/2018;105.63974
04/01/2018;107.153099
05/01/2018;106.46521
08/01/2018;106.622444
09/01/2018;107.162933
10/01/2018;108.342163
11/01/2018;108.921944
12/01/2018;110.720276
16/01/2018;110.327202
17/01/2018;111.034744
18/01/2018;111.300072
19/01/2018;111.054398
22/01/2018;112.351555
23/01/2018;112.233627
24/01/2018;113.668373
25/01/2018;113.697845
26/01/2018;114.307114
29/01/2018;114.189186
30/01/2018;113.118065
31/01/2018;113.668373
01/02/2018;114.847603
02/02/2018;112.302422
05/02/2018;106.917252
06/02/2018;110.169975
07/02/2018;110.916824
08/02/2018;106.013168
09/02/2018;108.135796
12/02/2018;109.806366
13/02/2018;110.484436
14/02/2018;113.039436
15/02/2018;113.511139
16/02/2018;112.695496
20/02/2018;112.724976
21/02/2018;113.196671
22/02/2018;112.990311
23/02/2018;115.279984
26/02/2018;116.714722
27/02/2018;115.329124
28/02/2018;113.501305
01/03/2018;111.467133
02/03/2018;111.359032
05/03/2018;113.068924
06/03/2018;113.167198
07/03/2018;112.744637
08/03/2018;112.754456
09/03/2018;115.99736
12/03/2018;115.62394
13/03/2018;114.238327
14/03/2018;112.960823
15/03/2018;113.245804
16/03/2018;113.442352
19/03/2018;112.548096
20/03/2018;112.656197
21/03/2018;112.754456
22/03/2018;108.047348
23/03/2018;105.158234
26/03/2018;108.401115
27/03/2018;106.298149
28/03/2018;106.131096
29/03/2018;108.067009
02/04/2018;105.983688
03/04/2018;107.43808
04/04/2018;109.069351
05/04/2018;110.50148
06/04/2018;107.745857
09/04/2018;109.039719
10/04/2018;111.123726
11/04/2018;109.257019
12/04/2018;111.973129
13/04/2018;108.940956
16/04/2018;108.852058
17/04/2018;108.852058
18/04/2018;107.973022
19/04/2018;110.343452
20/04/2018;110.096535
23/04/2018;109.563194
24/04/2018;109.049599
25/04/2018;108.634773
26/04/2018;108.743416
27/04/2018;108.052048
30/04/2018;107.439682
01/05/2018;107.439682
02/05/2018;106.590271
03/05/2018;105.918655
04/05/2018;107.093994
07/05/2018;108.022415
08/05/2018;109.622444
09/05/2018;112.012634
10/05/2018;112.88179
11/05/2018;112.457085
14/05/2018;112.496597
15/05/2018;111.637314
16/05/2018;111.943497
17/05/2018;111.568176
18/05/2018;109.760719
21/05/2018;110.768166
22/05/2018;111.617561
23/05/2018;111.103966
24/05/2018;109.859497
25/05/2018;109.296516
29/05/2018;104.624794
30/05/2018;107.014977
31/05/2018;105.69149
01/06/2018;107.064362
04/06/2018;107.113747
05/06/2018;106.511261
06/06/2018;109.000214
07/06/2018;109.434792
08/06/2018;109.740967
11/06/2018;109.464424
12/06/2018;108.832306
13/06/2018;108.615021
14/06/2018;106.698921
15/06/2018;106.570518
18/06/2018;106.847076
19/06/2018;106.224838
20/06/2018;106.214958
21/06/2018;106.185333
22/06/2018;104.447014
25/06/2018;103.498848
26/06/2018;103.567978
27/06/2018;101.967941
28/06/2018;103.637115
29/06/2018;102.916115
02/07/2018;103.785271
03/07/2018;102.333389
05/07/2018;102.998726
06/07/2018;103.336357
09/07/2018;106.533966
10/07/2018;105.878563
11/07/2018;105.650154
12/07/2018;106.106956
13/07/2018;105.620369
16/07/2018;109.81102
17/07/2018;109.731575
18/07/2018;110.75441
19/07/2018;109.125816
20/07/2018;110.506149
23/07/2018;112.561752
24/07/2018;113.356194
25/07/2018;114.379028
26/07/2018;114.051323
27/07/2018;115.223114
30/07/2018;115.918251
31/07/2018;114.150627
01/08/2018;114.855698
02/08/2018;115.342285
03/08/2018;116.275742
06/08/2018;116.305542
07/08/2018;116.732552
08/08/2018;116.970879
09/08/2018;116.067207
10/08/2018;114.925209
13/08/2018;113.098
14/08/2018;113.852715
15/08/2018;112.909317
16/08/2018;113.971878
17/08/2018;113.971878
20/08/2018;113.822929
21/08/2018;114.518059
22/08/2018;114.170494
23/08/2018;113.932159
24/08/2018;113.882507
27/08/2018;115.898392
28/08/2018;115.332352
29/08/2018;114.955002
30/08/2018;114.388962
31/08/2018;113.783203
04/09/2018;114.349243
05/09/2018;113.793129
06/09/2018;113.306541
07/09/2018;113.525009
10/09/2018;112.91925
11/09/2018;113.634247
12/09/2018;112.293633
13/09/2018;112.730568
14/09/2018;112.710716
17/09/2018;113.048347
18/09/2018;113.50515
19/09/2018;116.802063
20/09/2018;117.805038
21/09/2018;117.030464
24/09/2018;115.908325
25/09/2018;115.580612
26/09/2018;114.220139
27/09/2018;113.723618
28/09/2018;112.055298
01/10/2018;112.710716
02/10/2018;113.177444
03/10/2018;114.240005
04/10/2018;115.269997
05/10/2018;114.620003
08/10/2018;115.32
09/10/2018;114.519997
10/10/2018;111.470001
11/10/2018;108.129997
12/10/2018;106.949997
15/10/2018;106.339996
16/10/2018;108.620003
17/10/2018;109.830002
18/10/2018;108.089996
19/10/2018;107.910004
22/10/2018;106.360001
23/10/2018;105.25
24/10/2018;103.290001
25/10/2018;104.860001
26/10/2018;103.419998
29/10/2018;104.849998
30/10/2018;106.699997
31/10/2018;109.019997
01/11/2018;108.980003
02/11/2018;108.379997
05/11/2018;109.089996
06/11/2018;109.599998
07/11/2018;111.480003
08/11/2018;112.379997
09/11/2018;111.290001
12/11/2018;108.949997
13/11/2018;109.589996
14/11/2018;107.330002
